"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL23582";"";"None";"201.31";"0";"2.88";"5";"CN1CC=C(CCc2ccccc2)CC1";"Ratio";"'='";"1130.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850386";"Ratio of turnover number(TN)and Km for MAO B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL538902";"";"None";"187.29";"0";"2.49";"25";"CN1CC=C(Cc2ccccc2)CC1";"Km";"'='";"154000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL709703";"Oxidation by bovine mono-amine oxidase B MAO-B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127689";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";""
"CHEMBL538902";"";"None";"187.29";"0";"2.49";"4";"CN1CC=C(Cc2ccccc2)CC1";"Ratio";"'='";"2674.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732517";"Selectivity ratio for Vmax and KM values against MAO-B enzyme from bovine liver mitochondria";"B";"BAO_0000252";"mitochondrion format";"None";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126092";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL522";"BENZYLAMINE";"None";"107.16";"0";"1.15";"Benzylamine";"NCc1ccccc1";"Km";"'='";"290000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL715308";"Michaelis-Menten constant against MAO B.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL522";"BENZYLAMINE";"None";"107.16";"0";"1.15";"Benzylamine";"NCc1ccccc1";"Ratio";"'='";"963.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850386";"Ratio of turnover number(TN)and Km for MAO B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL23818";"";"None";"179.29";"0";"2.47";"9a";"CN1CC=C(c2cccs2)CC1";"Ratio";"'='";"28.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850385";"Ratio between TN and Km against MAO A";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL368801";"";"None";"239.32";"0";"3.44";"17";"CN1CC=C(Oc2ccc3ccccc3c2)CC1";"Ratio";"'='";"1214.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL849067";"Ratio of turnover to Km for bovine MAO-B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127689";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";""
"CHEMBL301452";"";"None";"162.24";"0";"1.66";"21";"CN1CC=C(n2cccc2)CC1";"k cat";"'='";"268.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL728379";"Kcat against bovine liver Monoamine oxidase B";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132216";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL23154";"";"None";"207.34";"0";"2.94";"9c";"CN1CC=C(CCc2cccs2)CC1";"Km";"'='";"49000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715308";"Michaelis-Menten constant against MAO B.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL56363";"";"None";"203.28";"0";"2.59";"14h";"Cc1cccc(OC2=CCN(C)CC2)c1";"k cat";"'='";"202.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732523";"Kinetic value evaluated as catalyzed oxidation rate (kcat).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL60309";"";"None";"199.30";"0";"2.94";"31";"C1=C(c2ccccc2)CCN(C2CC2)C1";"Ki";"'='";"0.18";"";"";"";"";"";"";"";"";"";"0";"CHEMBL728528";"Tested for inhibition- binding affinity against monoamine oxidase B catalyzed oxidation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130072";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL1203213";"";"None";"258.70";"0";"0.98";"1";"COc1ccc(N2CC(CN)OC2=O)cc1.Cl";"K inact";"'='";"0.8";"min-1";"";"Potential transcription error";"";"";"";"";"";"";"1";"CHEMBL732524";"Inactivation constant against beef liver mitochondrial monoamine oxidase-B (MAO-B)";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125393";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL1203213";"";"None";"258.70";"0";"0.98";"1";"COc1ccc(N2CC(CN)OC2=O)cc1.Cl";"Ki";"'='";"12500000.0";"nM";"1.90";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL872564";"Inhibitory constant against beef liver mitochondrial monoamine oxidase-B (MAO-B)";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125393";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL54927";"";"None";"213.28";"0";"2.21";"26";"CN1CC=C(n2cnc3ccccc32)CC1";"Ratio";"'='";"220.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732516";"Ratio of Kcat versus Km was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132216";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL3577037";"";"None";"292.29";"0";"0.51";"4d";"COC(=O)CCNC(=O)C(=O)c1ccccc1NC(C)=O";"IC50";"'='";"990000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3578678";"Inhibition of MAO-B in bovine brain mitochondria using benzylamine as substrate";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3576764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3577041";"";"None";"439.47";"0";"2.39";"6b";"COC(=O)[C@@H](NC(=O)c1ccc(NC(=O)C(=O)c2ccccc2NC(C)=O)cc1)C(C)C";"IC50";"'='";"430000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3578678";"Inhibition of MAO-B in bovine brain mitochondria using benzylamine as substrate";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3576764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL277177";"";"None";"223.32";"0";"3.56";"7a";"CN1CC=C(c2cccc3ccccc23)CC1";"Ratio";"'='";"500.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850386";"Ratio of turnover number(TN)and Km for MAO B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL440702";"";"None";"207.70";"0";"3.06";"4";"CN1CC=C(c2ccc(Cl)cc2)CC1";"k cat";"'='";"97.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL734196";"Catalytic constant was measured against monoamine oxidase B (MAO-B) from beef liver";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL23419";"";"None";"193.31";"0";"2.55";"9b";"CN1CC=C(Cc2cccs2)CC1";"Ratio";"'='";"175.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850385";"Ratio between TN and Km against MAO A";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL340338";"";"None";"123.20";"0";"1.43";"20";"C=CC1=CCN(C)CC1";"Ki";"'='";"330000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL734190";"Inhibitory constant against monoamine Oxidase(MAO-B).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125347";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL220832";"";"None";"134.18";"0";"0.74";"35";"C#CCNCc1ccc[nH]1";"Ki";"'='";"620.0";"nM";"6.21";"";"";"UO_0000065";"46.26";"0.85";"5.47";"22.31";"0";"CHEMBL919868";"Inhibition of bovine brain mitochondria MAOB by fluorometric assay";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142236";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL353159";"";"None";"162.19";"0";"0.72";"33";"C#CCN(C)C(=O)c1ccc[nH]1";"Ki";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"26.52";"0.49";"3.58";"11.91";"0";"CHEMBL919868";"Inhibition of bovine brain mitochondria MAOB by fluorometric assay";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142236";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL375788";"";"None";"214.31";"0";"2.66";"19";"CN(Cc1ccccc1)Cc1cccn1C";"Ki";"'='";"85000.0";"nM";"4.07";"";"";"UO_0000065";"18.99";"0.35";"1.41";"49.82";"0";"CHEMBL919868";"Inhibition of bovine brain mitochondria MAOB by fluorometric assay";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142236";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL221293";"";"None";"268.75";"0";"4.71";"3h";"Cc1ccc(-c2cc(-c3ccc(Cl)cc3)[nH]n2)cc1";"IC50";"'='";"8.913";"nM";"8.05";"";"";"UO_0000065";"29.95";"0.58";"3.34";"28.07";"0";"CHEMBL912582";"Inhibition of MAO-B in bovine brain mitochondria fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1141394";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL218324";"";"None";"272.71";"0";"4.54";"3e";"Fc1ccc(-c2cc(-c3ccc(Cl)cc3)n[nH]2)cc1";"IC50";"'='";"40.74";"nM";"7.39";"";"";"UO_0000065";"27.10";"0.53";"2.85";"25.77";"0";"CHEMBL912582";"Inhibition of MAO-B in bovine brain mitochondria fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1141394";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL56097";"";"None";"223.70";"0";"2.94";"14c";"CN1CC=C(Oc2ccccc2Cl)CC1";"k cat";"'='";"181.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732523";"Kinetic value evaluated as catalyzed oxidation rate (kcat).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL301898";"";"None";"265.36";"0";"3.95";"14m";"CN1CC=C(Oc2ccc(-c3ccccc3)cc2)CC1";"k cat";"'='";"103.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732523";"Kinetic value evaluated as catalyzed oxidation rate (kcat).";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1128681";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL294906";"";"None";"215.34";"0";"3.53";"34";"CC(C)c1ccccc1C1=CCN(C)CC1";"Vmax / Km";"'='";"51.0";"mM-1 min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732521";"Tested for Kinetic data against the monoamine oxidase B catalyzed oxidation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130072";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL123359";"";"None";"197.28";"0";"2.30";"23";"CN1CC=C(C#Cc2ccccc2)CC1";"Kinact";"'='";"0.32";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL734183";"MAO-B Inactivation property expressed as inactivation constant (K inact).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125347";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL3585816";"";"None";"310.35";"0";"2.81";"9";"COC(=O)C(C)N1C(=O)c2ccccc2NC1c1ccccc1";"IC50";"'='";"460000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL3585814";"";"None";"330.77";"0";"3.08";"7";"COC(=O)CN1C(=O)c2ccccc2NC1c1ccc(Cl)cc1";"IC50";"'='";"88000.0";"nM";"4.06";"";"";"UO_0000065";"12.26";"0.24";"0.98";"6.92";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL3585808";"";"None";"222.24";"0";"0.56";"3a";"COC(=O)CCNC(=O)c1ccccc1N";"IC50";"'='";"560000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL538902";"";"None";"187.29";"0";"2.49";"3";"CN1CC=C(Cc2ccccc2)CC1";"Ratio";"'='";"139.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850385";"Ratio between TN and Km against MAO A";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL3585834";"";"None";"314.34";"0";"2.80";"27";"COC(=O)CCCN1C(=O)c2ccccc2NC1c1ccco1";"IC50";"'='";"780000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL3585827";"";"None";"376.42";"0";"2.45";"20";"NNC(=O)C(Cc1ccccc1)N1C(=O)c2ccccc2NC1c1ccco1";"IC50";"'='";"220000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL3585820";"";"None";"420.90";"0";"4.69";"13";"COC(=O)C(Cc1ccccc1)N1C(=O)c2ccccc2NC1c1ccc(Cl)cc1";"IC50";"'='";"540000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL2178989";"";"None";"304.33";"0";"2.66";"2b";"Cc1c(C)c2ccc(OCc3nnc(S)o3)cc2oc1=O";"Ki";"'='";"570.0";"nM";"6.24";"";"";"UO_0000065";"20.52";"0.41";"3.58";"7.97";"0";"CHEMBL2183304";"Inhibition of bovine brain MAOB using kinuramine as substrate preincubated for 30 mins prior to substrate addition measured after 30 mins by fluorometric assay";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL2176872";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL3408919";"";"None";"749.87";"2";"6.46";"8c";"CC(C)(C)Oc1ccc(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)NNC(=O)Cn2c(=O)c(Cc3ccccc3)nc3ccccc32)cc1";"IC50";"'='";"280000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3413249";"Inhibition of bovine brain MAO-B preincubated for 60 mins before substrate addition by fluorimetric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3407425";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL3577035";"";"None";"334.37";"0";"1.53";"4b";"COC(=O)[C@H](CC(C)C)NC(=O)C(=O)c1ccccc1NC(C)=O";"IC50";"'='";"480000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3578678";"Inhibition of MAO-B in bovine brain mitochondria using benzylamine as substrate";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3576764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3577034";"";"None";"354.36";"0";"2.64";"4a";"CCOC(=O)c1ccc(NC(=O)C(=O)c2ccccc2NC(C)=O)cc1";"IC50";"'='";"990000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3578678";"Inhibition of MAO-B in bovine brain mitochondria using benzylamine as substrate";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3576764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL6224";"";"None";"159.23";"0";"2.06";"26";"C1=C(c2ccccc2)CCNC1";"Ratio";"'='";"319.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732525";"Ratio of Kcat and KM against monoamine oxidase B (MAO-B) from beef liver was calculated";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL3577036";"";"None";"350.33";"0";"0.05";"4c";"COC(=O)C[C@H](NC(=O)C(=O)c1ccccc1NC(C)=O)C(=O)OC";"IC50";"'='";"460000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3578678";"Inhibition of MAO-B in bovine brain mitochondria using benzylamine as substrate";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3576764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3577043";"";"None";"425.44";"0";"2.15";"6d";"COC(=O)C(C)(C)NC(=O)c1ccc(NC(=O)C(=O)c2ccccc2NC(C)=O)cc1";"IC50";"'='";"360000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3578678";"Inhibition of MAO-B in bovine brain mitochondria using benzylamine as substrate";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3576764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3585842";"";"None";"368.39";"0";"1.75";"35";"NNC(=O)CCCN1C(=O)c2ccccc2NC1c1ccc2c(c1)OCO2";"IC50";"'='";"420000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL45511";"";"None";"236.32";"0";"3.46";"32";"c1ccc(CNCc2cc3ccccc3[nH]2)cc1";"Ki";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL988018";"Inhibition of bovine brain mitochondrial MAO-B by fluorometric assay";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142552";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL3408908";"";"None";"354.41";"0";"3.98";"4b";"O=C(NNc1nc2ccccc2nc1Cc1ccccc1)c1ccccc1";"IC50";"'='";"360000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3413249";"Inhibition of bovine brain MAO-B preincubated for 60 mins before substrate addition by fluorimetric method";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3407425";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL69728";"";"None";"185.27";"0";"2.33";"7";"CN1CCC2=C(Cc3ccccc32)C1";"Rate of oxidation";"'='";"0.21";"nM min-1 ml-1";"";"";"";"";"";"";"";"";"0";"CHEMBL732514";"Rate of oxidation against monoamine oxidase B";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1124403";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";""
